S|4||PARIS|0001|20130529142730|20120322200208|WinEQ.jar|128.2.175.50|Alex-PC|012|V|15|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120322200219|WinEQ.jar|128.2.175.50|Alex-PC|012|V|16|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120322200829|WinEQ.jar|128.2.175.50|Alex-PC|012|V|42|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120322191235|WinEQ.jar|128.2.175.50|Alex-PC|012|V|53|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120323161821|WinEQ.jar|128.2.175.50|Alex-PC|012|V|59|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120323164622|WinEQ.jar|128.2.175.50|Alex-PC|012|V|65|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120323174544|WinEQ.jar|128.2.175.50|Alex-PC|012|V|134|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120323175347|WinEQ.jar|128.2.175.50|Alex-PC|012|V|138|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120327101135|WinEQ.jar|128.2.175.50|Alex-PC|012|V|143|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120328152545|WinEQ.jar|128.2.175.50|Alex-PC|012|V|185|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120328162111|WinEQ.jar|128.2.175.50|Alex-PC|012|V|197|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120328163051|WinEQ.jar|128.2.175.50|Alex-PC|012|V|201|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120409124222|WinEQ.jar|128.2.175.50|Alex-PC|012|V|245|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120409190630|WinEQ.jar|128.2.175.50|Alex-PC|012|V|250|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120409191719|WinEQ.jar|128.2.175.50|Alex-PC|012|V|254|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
