S|4||PARIS|0001|20130529142730|20120409193713|WinEQ.jar|128.2.175.50|Alex-PC|012|V|258|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120410090653|WinEQ.jar|128.2.175.50|Alex-PC|012|V|260|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120410093954|WinEQ.jar|128.2.175.50|Alex-PC|012|V|264|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120410100815|WinEQ.jar|128.2.175.50|Alex-PC|012|V|268|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120410105126|WinEQ.jar|128.2.175.50|Alex-PC|012|V|272|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120412014052|WinEQ.jar|128.2.175.50|Alex-PC|012|V|276|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142730|20120413134808|WinEQ.jar|128.2.175.50|Alex-PC|012|V|321|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120418081337|WinEQ.jar|128.2.175.50|Alex-PC|012|V|391|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120419192101|WinEQ.jar|128.2.175.50|Alex-PC|012|V|401|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120424134452|WinEQ.jar|128.2.175.50|Alex-PC|012|V|409|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120426193903|WinEQ.jar|128.2.175.50|Alex-PC|012|V|417|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120510115627|WinEQ.jar|128.2.175.50|Alex-PC|012|V|459|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120510121058|WinEQ.jar|128.2.175.50|Alex-PC|012|V|467|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120510122840|WinEQ.jar|128.2.175.50|Alex-PC|012|V|473|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120512032416|WinEQ.jar|128.2.175.50|Alex-PC|012|V|511|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120518032331|WinEQ.jar|128.2.175.50|Alex-PC|012|V|649|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120519032654|WinEQ.jar|128.2.175.50|Alex-PC|012|V|808|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142731|20120604031825|WinEQ.jar|128.2.175.50|Alex-PC|012|V|825|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142732|20120619180224|WinEQ.jar|128.2.175.50|Alex-PC|012|V|853|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142732|20120620155250|WinEQ.jar|128.2.175.50|Alex-PC|012|V|866|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142732|20120705201049|WinEQ.jar|128.2.175.50|Alex-PC|012|V|873|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142732|20120724084308|WinEQ.jar|128.2.175.50|Alex-PC|012|V|889|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142732|20120806091015|WinEQ.jar|128.2.175.50|Alex-PC|012|V|899|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142732|20120903164352|WinEQ.jar|128.2.175.50|Alex-PC|012|V|938|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142732|20120925083456|WinEQ.jar|128.2.175.50|Alex-PC|012|V|949|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142732|20130507213724|WinEQ.jar|128.2.175.50|Alex-PC|012|V|977|SEventSystem|E1073746449|5|86400 SuppressDuplicateDuration Software\Microsoft\EventSystem\EventLog
S|4||PARIS|0001|20130529142732|20130507213820|WinEQ.jar|128.2.175.50|Alex-PC|012|V|983|SEventSystem|E-2147479292|4|8000401A {58FC39EB-9DBD-4EA7-B7B4-9404CC6ACFAB} StandardCreateInstance
